,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Is Holiday Period,Month,Profit Percentage
4770,6509-1,2016-09-25,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,26-09-2016,4.59,$7.28,2.69,13.0,$631.36,4%,$38.73,620.09,$11.15,$615.32,False,2016-09,58.605664488017425
4771,6509-1,2016-08-24,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Critical,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,02-09-2016,377.99,$599.99,222.0,36.0,"$4,070.84",9%,$0.00,4732.84,$24.49,"$4,721.85",False,2016-08,58.731712479166106
4772,6511-1,2016-12-04,Jennifer Jackson,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,05-12-2016,6.39,$19.98,13.59,46.0,$579.42,4%,$34.77,544.65,$4.00,$548.65,False,2016-12,212.6760563380282
4773,6511-1,2016-12-04,Jennifer Jackson,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Pack,Express Air,05-12-2016,6.39,$19.98,13.59,35.0,$579.42,2%,$34.77,544.65,$4.00,$548.65,False,2016-12,212.6760563380282
4774,6511-1,2016-06-20,Lyna Chang,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Pizazz Dustless Chalk Sticks,Office Supplies,Small Box,Regular Air,22-06-2016,1.09,$1.68,0.59,19.0,$74.60,9%,$3.43,76.3,$1.00,$76.43,False,2016-06,54.12844036697248
4775,6511-1,2016-03-07,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan Binder Labels,Office Supplies,Wrap Bag,Regular Air,08-03-2016,2.45,$3.89,1.44,28.0,$105.64,0%,$10.35,190.57,$7.01,$190.48,False,2016-03,58.77551020408163
4776,6512-1,2016-08-24,Lindsay Shagiari,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Low,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,24-08-2016,1.05,$1.95,0.9,13.0,$119.86,9%,$11.69,118.21,$1.63,$116.63,False,2016-08,85.71428571428571
4777,6512-1,2016-09-26,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,28-09-2016,5.19,$12.98,7.79,33.0,$403.34,5%,$50.74,373.25,$3.14,$398.53,False,2016-09,150.09633911368013
4778,6512-1,2014-10-01,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Wrap Bag,Regular Air,03-10-2014,3.51,$8.57,5.06,30.0,$288.30,3%,$20.24,263.32,$6.14,$266.33,False,2014-10,144.15954415954414
4779,6512-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,19-12-2016,4.19,$10.23,6.04,38.0,$194.37,2%,$9.72,184.65,$4.68,$189.35,True,2016-12,144.1527446300716
4780,6512-1,2016-04-13,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,15-04-2016,1.59,$2.61,1.02,6.0,$63.00,1%,$5.44,59.61,$0.50,$60.41,False,2016-04,64.15094339622641
4781,6512-1,2016-12-05,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Barrel Sharpener,Furniture,Large Box,Regular Air,07-12-2016,1.46,$3.57,2.11,20.0,$35.70,5%,$0.36,35.34,$4.17,$39.51,False,2016-12,144.5205479452055
4782,6514-1,2016-11-26,Erin Ashbrook,"73 York St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,30-11-2016,1.18,$1.88,0.7,24.0,$5.40,7%,$0.00,5.4,$1.49,$13.10,False,2016-11,59.32203389830508
4783,6514-1,2013-07-30,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Small Business,Nicholas Fernandes,High,Cando PC940 Copier,Technology,Small Pack,Regular Air,31-07-2013,278.99,$449.99,171.0,29.0,"$2,272.00",3%,$53.68,2246.75,$49.00,"$2,276.45",False,2013-07,61.2925194451414
4784,6514-1,2016-04-13,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Critical,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Pack,Regular Air,15-04-2016,32.02,$152.48,120.46,50.0,"$8,539.84",8%,$0.00,6943.94,$4.00,"$6,947.94",False,2016-04,376.2023735165521
4785,6514-1,2014-10-20,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Medium,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,22-10-2014,32.02,$152.48,120.46,32.0,"$8,719.84",1%,$61.40,7599.84,$4.00,"$6,943.94",False,2014-10,376.2023735165521
4786,6515-1,2015-03-04,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,06-03-2015,4.59,$7.28,2.69,14.0,$130.55,9%,$1.31,129.24,$11.15,$130.40,False,2015-03,58.605664488017425
4787,6515-1,2016-09-11,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Critical,"Wirebound Message Book, 4 per Page",Furniture,Large Box,Regular Air,13-09-2016,3.48,$5.43,1.95,44.0,$83.88,8%,$3.43,66.19,$0.95,$78.73,False,2016-09,56.03448275862068
4788,6515-2,2016-12-08,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,High,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,12-12-2016,0.71,$1.14,0.43,13.0,$31.92,5%,$2.87,29.05,$0.70,$29.75,False,2016-12,60.56338028169014
4789,6515-2,2016-12-08,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,Low,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,12-12-2016,0.71,$1.14,0.43,17.0,$31.92,9%,$2.87,29.05,$0.70,$29.75,False,2016-12,60.56338028169014
4790,6516-1,2016-12-03,Cassandra Brandow,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,03-12-2016,4.53,$7.30,2.77,21.0,$579.42,6%,$34.77,544.65,$7.72,$548.65,False,2016-12,61.147902869757175
4791,6516-1,2015-12-10,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,12-12-2015,14.95,$34.76,19.81,42.0,"$2,107.54",10%,$120.39,1825.86,$8.22,"$1,848.77",False,2015-12,132.50836120401337
4792,6516-1,2013-12-13,Ben Peterman,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,15-12-2013,2.45,$3.89,1.44,26.0,$29.96,1%,$0.20,21.92,$7.01,$22.75,False,2013-12,58.77551020408163
4793,6517-1,2015-11-11,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Medium,Artisan 478 Labels,Office Supplies,Small Box,Express Air,13-11-2015,2.29,$3.69,1.4,23.0,$103.40,6%,$3.03,100.27,$0.50,$103.21,False,2015-11,61.135371179039296
4794,6519-1,2016-10-21,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Alto Memo Cubes,Technology,Small Box,Regular Air,22-10-2016,3.32,$5.18,1.86,12.0,$121.72,10%,$8.52,113.0,$2.04,$116.45,False,2016-10,56.02409638554218
4795,6519-1,2016-02-11,Trady Freych,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Low,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,12-02-2016,3.75,$7.08,3.33,8.0,$336.18,6%,$32.53,312.85,$2.35,$330.96,False,2016-02,88.8
4796,6519-1,2017-01-03,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Medium,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,04-01-2017,13.88,$22.38,8.5,4.0,$639.26,1%,$28.77,648.47,$15.10,$659.62,True,2017-01,61.23919308357348
4797,6519-1,2014-06-08,John Lee,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,10-06-2014,3.52,$5.68,2.16,10.0,$134.36,1%,$8.54,136.05,$1.39,$138.95,False,2014-06,61.36363636363637
4798,6519-1,2015-06-27,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,29-06-2015,3.65,$5.98,2.33,43.0,$225.00,6%,$5.16,219.98,$1.49,$214.71,False,2015-06,63.83561643835617
4799,6520-1,2016-05-30,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Medium,PastelOcean Color Pencil Set,Office Supplies,Small Box,Regular Air,30-05-2016,11.11,$19.84,8.73,23.0,$733.62,6%,$58.74,676.32,$4.10,$677.53,False,2016-05,78.57785778577858
4800,6521-1,2016-05-14,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Low,Apex Box Cutter Scissors,Office Supplies,Small Box,Express Air,16-05-2016,4.19,$10.23,6.04,1.0,$167.28,3%,$1.45,162.53,$4.68,$163.07,False,2016-05,144.1527446300716
4801,6521-1,2016-12-09,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Home Office,Samantha Chairs,Critical,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,10-12-2016,1.09,$2.60,1.51,10.0,$20.80,10%,$0.42,20.38,$2.40,$22.78,False,2016-12,138.5321100917431
4802,6522-1,2016-01-17,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Artisan 481 Labels,Office Supplies,Small Pack,Regular Air,17-01-2016,1.94,$3.08,1.14,22.0,$139.36,2%,$12.75,117.76,$0.99,$117.69,False,2016-01,58.762886597938135
4803,6523-1,2015-12-10,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,14-12-2016,0.24,$1.26,1.02,42.0,$46.62,9%,$1.40,45.22,$0.70,$45.92,False,2015-12,425.0
4804,6523-1,2016-01-12,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,14-01-2016,13.88,$22.38,8.5,8.0,$761.46,1%,$493.36,764.04,$15.10,$779.46,False,2016-01,61.23919308357348
4805,6523-1,2016-12-10,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Bagged Rubber Bands,Office Supplies,Wrap Bag,Express Air,12-12-2016,0.24,$1.26,1.02,41.0,$46.62,2%,$1.40,45.22,$0.70,$45.92,False,2016-12,425.0
4806,6524-1,2016-12-10,Mariart Ferne,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,12-12-2016,1.09,$2.60,1.51,43.0,$46.62,7%,$1.70,45.22,$2.40,$45.92,False,2016-12,138.5321100917431
4807,6524-1,2016-01-12,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,14-01-2016,13.88,$22.38,8.5,8.0,$613.36,7%,$49.93,620.39,$15.10,$615.12,False,2016-01,61.23919308357348
4808,6524-1,2016-12-18,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,300 Series Non-Flip,Office Supplies,Wrap Bag,Regular Air,24-12-2016,62.4,$155.99,93.59,15.0,"$4,593.26",3%,$424.98,4291.74,$8.08,"$4,022.91",True,2016-12,149.98397435897436
4809,6524-1,2016-05-09,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Artisan 48 Labels,Technology,Jumbo Drum,Delivery Truck,11-05-2016,3.84,$6.30,2.46,44.0,$121.12,7%,$3.76,115.2,$0.50,$116.89,False,2016-05,64.0625
4810,6524-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan 474 Labels,Office Supplies,Small Pack,Express Air,19-12-2016,1.84,$2.88,1.04,43.0,$194.37,5%,$9.72,184.65,$0.99,$184.37,True,2016-12,56.52173913043478
4811,6524-1,2013-05-14,Scot Wooten,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,High,Smiths Colored Bar Computer Paper,Office Supplies,Small Box,Express Air,16-05-2013,21.97,$35.44,13.47,7.0,"$1,645.35",10%,$166.45,1368.95,$4.92,"$1,594.50",False,2013-05,61.310878470641796
4812,6524-1,2016-05-21,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,21-05-2016,4.79,$11.97,7.18,23.0,$527.27,2%,$21.29,528.39,$5.81,$525.69,False,2016-05,149.8956158663883
4813,6524-1,2016-12-10,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Consumer,Charlie Bui,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,12-12-2016,1.94,$3.08,1.14,21.0,$46.62,9%,$1.40,45.22,$0.99,$45.92,False,2016-12,58.762886597938135
4814,6524-1,2016-09-14,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Consumer,Aanya Zhang,Medium,Alto Keyboard-In-A-Box,Office Supplies,Small Box,Regular Air,16-09-2016,6.4,$29.10,22.7,24.0,$629.60,1%,$7.28,690.48,$4.00,$613.11,False,2016-09,354.68749999999994
4815,6524-1,2016-06-30,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Home Office,Phoebe Gour,High,UGen Ultra Cordless Optical Suite,Furniture,Large Box,Regular Air,01-07-2016,54.52,$100.97,46.45,1.0,"$1,497.68",4%,$0.00,1494.68,$7.18,"$1,502.90",False,2016-06,85.19809244314013
4816,6525-1,2016-05-10,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,12-05-2016,4.48,$8.14,3.66,14.0,$125.60,0%,$5.56,123.71,$3.12,$126.40,False,2016-05,81.69642857142857
4817,6525-1,2017-01-24,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan Non-Stick Binders,Office Supplies,Wrap Bag,Regular Air,25-01-2017,2.74,$4.49,1.75,22.0,$69.30,9%,$3.77,66.83,$1.49,$67.22,True,2017-01,63.86861313868613
4818,6525-1,2016-01-19,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Technology,Medium Box,Regular Air,19-01-2016,2.16,$3.85,1.69,10.0,$69.30,0%,$5.94,65.86,$0.70,$66.51,True,2016-01,78.24074074074073
4819,6525-1,2016-04-23,Thomas Thornton,"834 Bourke St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Low,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,24-04-2016,5.19,$12.98,7.79,8.0,$123.52,0%,$2.58,122.74,$3.14,$126.45,True,2016-04,150.09633911368013
4820,6526-1,2017-01-14,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Consumer,Aanya Zhang,High,Artisan Binder Labels,Office Supplies,Wrap Bag,Regular Air,15-01-2017,2.45,$3.89,1.44,9.0,$136.04,3%,$4.07,127.85,$7.01,$128.47,False,2017-01,58.77551020408163
4821,6526-1,2016-11-10,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Home Office,Nicholas Fernandes,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,21-11-2016,3.32,$5.18,1.86,8.0,$128.32,9%,$5.82,124.66,$2.04,$125.47,False,2016-11,56.02409638554218
4822,6526-1,2016-04-23,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,24-04-2016,21.56,$36.55,14.99,44.0,$928.96,3%,$0.00,936.22,$13.89,$974.52,True,2016-04,69.52690166975883
4823,6526-1,2016-06-02,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,04-06-2016,4.53,$7.30,2.77,38.0,$304.00,0%,$27.36,276.64,$7.72,$278.45,False,2016-06,61.147902869757175
4824,6527-1,2017-01-26,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,27-01-2017,19.83,$30.98,11.15,40.0,$631.36,3%,$20.96,620.19,$19.51,$613.16,True,2017-01,56.227937468482104
4825,6528-1,2015-12-06,Ben Peterman,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,Smiths Standard Envelopes,Office Supplies,Small Pack,Express Air,08-12-2015,3.52,$5.68,2.16,45.0,$162.32,5%,$5.64,126.58,$1.39,$126.78,False,2015-12,61.36363636363637
4826,6528-1,2016-11-17,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Medium,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,19-11-2016,2.31,$3.78,1.47,47.0,$136.34,2%,$7.08,123.76,$0.71,$123.76,False,2016-11,63.63636363636363
4827,6528-1,2016-02-17,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,Smiths Standard Envelopes,Technology,Medium Box,Regular Air,18-02-2016,3.52,$5.68,2.16,8.0,$137.54,9%,$1.48,126.75,$1.39,$128.76,False,2016-02,61.36363636363637
4828,6529-1,2016-02-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,20-02-2016,4.53,$7.30,2.77,18.0,$137.56,2%,$1.45,124.75,$7.72,$122.46,False,2016-02,61.147902869757175
4829,6530-1,2016-12-15,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,Aluminum Document Frame,Office Supplies,Wrap Bag,Express Air,24-12-2016,5.5,$12.22,6.72,41.0,$207.74,10%,$2.08,205.66,$2.85,$208.51,False,2016-12,122.18181818181817
4830,6530-1,2016-12-15,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Low,Aluminum Document Frame,Office Supplies,Wrap Bag,Regular Air,24-12-2016,5.5,$12.22,6.72,42.0,$207.74,9%,$2.08,205.66,$2.85,$208.51,False,2016-12,122.18181818181817
4831,6530-1,2016-12-15,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,24-12-2016,5.5,$12.22,6.72,32.0,$207.74,9%,$2.06,205.66,$2.85,$208.51,False,2016-12,122.18181818181817
4832,6531-1,2016-05-11,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,14-05-2016,54.52,$100.97,46.45,29.0,"$1,242.00",3%,$124.28,1248.33,$7.18,"$1,270.38",False,2016-05,85.19809244314013
4833,6531-1,2016-12-17,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Low,EcoTones Memo Sheets,Technology,Small Box,Regular Air,19-12-2016,2.52,$4.00,1.48,30.0,$112.00,8%,$4.48,107.52,$1.30,$108.82,False,2016-12,58.730158730158735
4834,6531-1,2016-05-22,Patrick Groys,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,23-05-2016,32.02,$152.48,120.46,39.0,"$5,865.48",5%,$337.29,5337.59,$4.00,"$5,357.58",False,2016-05,376.2023735165521
4835,6531-1,2017-02-01,Joy Daniels,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan 474 Labels,Office Supplies,Wrap Bag,Express Air,05-02-2017,1.84,$2.88,1.04,11.0,$92.15,9%,$3.87,95.09,$0.99,$95.09,True,2017-02,56.52173913043478
4836,6531-1,2016-01-24,Joy Bell,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,High,TechSavi Internet Navigator Keyboard,Office Supplies,Wrap Bag,Regular Air,25-01-2016,6.21,$30.98,24.47,6.0,$643.32,1%,$59.34,622.2,$6.50,$626.78,True,2016-01,394.0418679549114
4837,6531-1,2016-12-17,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Critical,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,19-12-2016,2.52,$4.00,1.48,34.0,$112.00,3%,$4.48,107.52,$1.30,$108.82,False,2016-12,58.730158730158735
4838,6531-1,2016-12-17,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Not Specified,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Express Air,19-12-2016,2.52,$4.00,1.48,6.0,$112.00,7%,$4.48,107.52,$1.30,$108.82,False,2016-12,58.730158730158735
4839,6532-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,19-12-2016,4.19,$10.23,6.04,32.0,$194.37,3%,$9.72,184.65,$4.68,$189.33,True,2016-12,144.1527446300716
4840,6532-1,2015-12-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,24-12-2015,2.5,$5.68,3.18,35.0,$37.62,6%,$2.93,167.61,$3.60,$178.04,True,2015-12,127.2
4841,6532-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Apex Box Cutter Scissors,Technology,Small Pack,Regular Air,19-12-2016,4.19,$10.23,6.04,23.0,$194.37,1%,$9.72,184.65,$4.68,$189.33,True,2016-12,144.1527446300716
4842,6532-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Apex Box Cutter Scissors,Technology,Large Box,Regular Air,19-12-2016,4.19,$10.23,6.04,7.0,$194.37,2%,$9.72,184.65,$4.68,$189.33,True,2016-12,144.1527446300716
4843,6532-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Express Air,19-12-2016,2.87,$6.84,3.97,1.0,$194.37,2%,$9.72,184.65,$4.42,$189.33,True,2016-12,138.3275261324042
4844,6532-1,2015-06-10,Art Ferdur,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,12-06-2015,1.6,$2.62,1.02,47.0,$45.44,7%,$2.27,43.17,$0.80,$49.56,False,2015-06,63.74999999999999
4845,6532-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Express Air,19-12-2016,4.19,$10.23,6.04,18.0,$194.37,10%,$9.72,184.65,$4.68,$189.33,True,2016-12,144.1527446300716
4846,6534-1,2016-12-14,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,15-12-2016,32.02,$152.48,120.46,48.0,"$5,755.32",4%,$42.35,5560.29,$4.00,"$5,070.48",False,2016-12,376.2023735165521
4847,6534-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Express Air,20-03-2013,52.07,$83.98,31.91,18.0,"$3,154.10",3%,$9.06,3132.14,$5.01,"$3,206.34",False,2013-03,61.28288841943538
4848,6534-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Medium,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,17-09-2015,1.94,$3.08,1.14,34.0,$14.98,7%,$0.59,14.39,$0.99,$15.26,False,2015-09,58.762886597938135
4849,6534-1,2016-05-10,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Artisan 487 Labels,Furniture,Small Pack,Regular Air,12-05-2016,2.29,$3.69,1.4,4.0,$139.86,3%,$5.55,132.87,$0.50,$132.56,False,2016-05,61.135371179039296
4850,6534-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,"Alto Parchment Paper, Assorted Colors",Technology,Large Box,Regular Air,19-12-2016,4.59,$7.28,2.69,25.0,$194.37,7%,$9.72,184.65,$11.15,$189.33,True,2016-12,58.605664488017425
4851,6534-1,2016-05-08,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Critical,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,12-05-2016,16.8,$40.97,24.17,32.0,$546.58,3%,$49.01,518.78,$8.99,$516.69,False,2016-05,143.86904761904762
